no,kode,nama_bahan,url_detail,Jenis pangan,Kode Baru,Kode Lama,Kelompok,Nama Inggris,Abu (Ash),Air (Water),"Besi (Fe), Ferrum, Iron",β-Karoten (Carotenes),Energi (Energy),"Fosfor (P), Phosphorus","Kalium (K), Potassium","Kalsium (Ca), Calcium",Karbohidrat (CHO),Karoten total (Re),Lemak (Fat),"Natrium (Na), Sodium","Niasin, C6H5NO2, Niacin",Protein,"Retinol (vit A), C20H30O",Riboflavin (vitamin B2),"Seng (Zn), Zinc",Serat (Fiber),"Tembaga (Cu), Copper",Tiamina (vitamin B1),Vitamin C,Spesies,Genus,Familia
845,ER082,"Pisang ketip, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER082#AndraFarm,Tunggal,ER082,-,Buah,"Banana, ketip, fresh",0.7,63.4,0.1,3.0,145.0,54.0,726.0,5.0,34.5,,0.3,4.0,0.8,1.1,,0.02,0.5,6.6,0.15,0.13,95.0,Musa ? paradisiaca ABB,Musa,Musaceae
846,ER083,"Pisang kidang, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER083#AndraFarm,Tunggal,ER083,-,Buah,"Banana, kidang, fresh",0.9,75.4,0.6,38.0,96.0,173.0,418.8,87.0,22.5,58.0,0.2,6.0,0.9,1.0,,0.1,0.5,0.6,0.22,0.04,2.0,Musa paradisiaca forma sapientum,Musa,Musaceae
847,ER084,"Pisang lampung, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER084#AndraFarm,Tunggal,ER084,-,Buah,"Banana, lamoung, fresh",0.8,72.1,0.9,43.0,99.0,19.0,475.0,10.0,25.6,618.0,0.2,28.0,1.0,1.3,,0.12,0.5,4.3,0.25,0.07,4.0,Musa acuminata AAA,Musa,Musaceae
848,ER085,"Pisang mas bali ampenan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER085#AndraFarm,Tunggal,ER085,-,Buah,"Banana, mas bali ampenan, fresh",0.5,76.8,1.2,14.0,92.0,29.0,272.0,7.0,21.0,,0.2,32.0,0.6,1.4,,0.03,0.4,3.7,0.18,0.09,11.0,Musa acuminata AAA,Musa,Musaceae
849,ER086,"Pisang mas bali kopang, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER086#AndraFarm,Tunggal,ER086,-,Buah,"Banana, mas bali, fresh",2.4,64.2,0.1,21.0,127.0,,616.0,10.0,31.8,,0.2,43.0,0.9,1.4,,0.05,0.4,3.7,0.12,0.21,17.0,Musa acuminata AA,Musa,Musaceae
850,ER087,"Pisang mas, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER087#AndraFarm,Tunggal,ER087,-,Buah,"Banana, mas, fresh",0.6,64.2,0.8,17.0,127.0,25.0,392.0,7.0,33.6,79.0,0.2,42.0,4.5,1.4,,0.08,0.5,1.4,195.78,0.09,2.0,Musa acuminata AAA,Musa,Musaceae
851,ER088,"Pisang raja sereh, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER088#AndraFarm,Tunggal,ER088,-,Buah,"Banana raja sereh, fresh",1.0,69.3,0.1,48.0,108.0,38.0,522.6,16.0,28.2,480.0,0.3,31.0,1.1,1.3,,0.08,0.6,0.7,0.27,0.02,2.0,Musa ? paradisiaca ABB,Musa,Musaceae
852,ER089,"Pisang raja, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER089#AndraFarm,Tunggal,ER089,-,Buah,"Banana raja, fresh",1.0,65.8,0.8,53.0,120.0,22.0,582.2,10.0,31.8,950.0,0.2,35.0,1.2,1.2,,0.14,0.7,5.3,0.31,0.06,10.0,Musa ? paradisiaca ABB,Musa,Musaceae
853,ER090,"Pisang rotan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER090#AndraFarm,Tunggal,ER090,-,Buah,"Banana, rotan, fresh",0.9,76.1,1.1,37.0,98.0,51.0,406.9,17.0,20.5,697.0,1.2,24.0,0.9,1.3,,0.1,0.5,1.0,0.21,0.01,2.0,Musa acuminata AA,Musa,Musaceae
854,ER091,"Pisang talas, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER091#AndraFarm,Tunggal,ER091,-,Buah,"Banana, taro, fresh",0.9,71.0,0.6,159.0,113.0,22.0,48.0,22.0,26.7,,0.2,29.0,1.0,1.2,,0.03,0.1,4.4,0.26,0.12,9.0,Musa acuminata AA,Musa,Musaceae
855,ER092,Pisang tujuh bulan,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER092#AndraFarm,Tunggal,ER092,-,Buah,Seven months bananas,0.8,75.9,0.2,72.0,94.0,20.0,4.0,50.0,22.5,,0.2,,0.3,0.6,,0.03,0.4,3.7,0.1,0.03,6.0,Musa acuminata AA,Musa,Musaceae
856,ER093,"Pisang ua, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER093#AndraFarm,Tunggal,ER093,-,Buah,"Banana, ua. Fresh",0.7,67.8,0.7,5.0,128.0,28.0,382.0,12.0,30.2,,0.5,33.0,1.2,0.8,,0.01,0.3,8.1,0.2,0.09,4.0,Musa acuminata AA,Musa,Musaceae
857,ER094,"Pisang uli, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER094#AndraFarm,Tunggal,ER094,-,Buah,"Banana, uli, fresh",1.1,61.8,0.9,59.0,134.0,53.0,650.3,31.0,35.5,113.0,0.5,39.0,1.4,1.1,,0.16,0.7,1.4,0.34,0.11,3.0,Musa ? paradisiaca ABB,Musa,Musaceae
858,DR136,"Pucuk lumai/daun leunca, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR136#AndraFarm,Tunggal,DR136,-,Sayur,"Glossy nightshade, shoots, fresh",1.3,91.0,2.9,,33.0,75.0,,13.0,2.8,,0.4,2.0,,4.5,,0.1,0.6,,0.2,0.5,41.0,Solanum americanum Miller,Solanum,Solanaceae
859,AP097,Pulut,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP097#AndraFarm,Olahan,AP097,-,Serealia,Pulut,0.8,49.1,3.8,,216.0,70.0,22.0,6.0,44.4,,3.1,100.0,,2.6,,,1.3,,0.4,0.14,,,,
860,FP009,"Punai, daging, goreng",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP009#AndraFarm,Olahan,FP009,-,Daging,"Punai, meat, fried",3.6,54.5,3.1,,224.0,362.0,19.0,362.0,4.4,,11.3,2.0,,26.2,,,1.6,,0.3,,,,,
861,AP098,Pundut nasi,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP098#AndraFarm,Olahan,AP098,-,Serealia,Rice Pundut,1.1,77.8,1.5,,104.0,100.0,174.0,26.0,15.1,,4.1,74.0,,1.9,,,,0.4,,,,,,
862,DP045,Purundawa,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP045#AndraFarm,Olahan,DP045,-,Sayur,Purundawa,2.6,91.8,,55.0,25.0,39.0,201.0,147.0,3.6,,0.5,239.0,11.6,1.5,,0.1,0.6,1.7,0.1,0.1,2.0,,,
863,ER095,"Purut, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER095#AndraFarm,Tunggal,ER095,-,Buah,"Lime, wild (Purut)",1.4,81.1,0.6,27.0,76.0,76.0,285.2,30.0,15.2,93.0,1.1,10.0,,4.1,,0.11,,1.7,,0.01,,Parastocarpus muenosa,Parartocarpus,Poraceae
864,AP99,Putri hijau,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP99#AndraFarm,Olahan,AP99,-,Serealia,Green princess,0.5,54.8,,,189.0,,,,37.2,,2.1,,,5.4,,,,,,,,,,
865,DR137,"Putri malu, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR137#AndraFarm,Tunggal,DR137,-,Sayur,"Shame Princess, fresh",1.3,80.2,3.3,4762.0,76.0,84.0,631.0,119.0,14.6,,0.3,1.0,,3.6,,0.6,1.4,7.1,0.6,0.6,6.0,Mimusa pudica,Mimusa,Leguminosae
866,AP100,Putri selat,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP100#AndraFarm,Olahan,AP100,-,Serealia,Selat Princess,0.9,66.6,4.0,,163.0,3.0,68.0,72.0,23.8,,6.5,6.0,,2.2,,,,,,,,,,
867,AP101,Putu sopa,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP101#AndraFarm,Olahan,AP101,-,Serealia,Putu Sopa,0.8,50.7,,,215.0,,,,41.1,,4.1,,,3.3,,,,,,,,,,
868,GR063,"Rajungan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR063#AndraFarm,Tunggal,GR063,-,Ikan dsb,"Small Crab, fresh",2.7,80.2,2.2,40.0,76.0,214.0,192.0,721.0,2.4,,2.0,69.0,0.2,12.1,599.0,0.25,2.9,,1.7,0.2,,,,
869,ER096,"Rambutan binjai, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER096#AndraFarm,Tunggal,ER096,-,Buah,"Rambutan, binjai, fresh",0.3,81.0,1.2,,76.0,22.0,120.0,15.0,18.0,,0.2,22.0,0.4,0.5,,0.01,0.2,3.8,0.2,0.19,13.0,Nephelium lappaceum L.,Nephelium,Sapindaceae
870,ER097,"Rambutan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER097#AndraFarm,Tunggal,ER097,-,Buah,"Rambutan, fresh",0.4,80.5,0.5,,69.0,16.0,104.2,16.0,18.1,,0.1,16.0,0.5,0.9,,0.07,0.1,0.8,0.17,,58.0,Nephelium lappaceum L.,Nephelium,Sapindaceae
871,BP055,Rasbi (Beras Ubi),https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP055#AndraFarm,Olahan,BP055,-,Umbi,Rasbi (Sweet Potato Rice),1.3,11.1,1.6,,394.0,76.0,388.0,68.0,76.6,,8.8,165.0,1.2,2.2,,0.3,0.4,6.8,0.4,0.02,0.0,,,
872,BP056,Rasi (Beras Singkong),https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP056#AndraFarm,Olahan,BP056,-,Umbi,Rasi (Cassava Rice),0.5,12.6,1.5,,350.0,21.0,14.0,42.0,85.7,,0.4,8.0,0.4,0.9,,0.02,0.5,14.4,0.3,0.02,0.0,,,
873,FP061,"Rawon, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP061#AndraFarm,Olahan,FP061,-,Daging,"Rawon, cooking",1.7,86.0,3.3,,60.0,153.0,,272.0,4.0,1235.0,2.5,,,5.4,11.0,,,0.3,,0.09,,,,
874,GP046,"Rebon, kering, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP046#AndraFarm,Olahan,GP046,-,Ikan dsb,"Rebon, dry, raw",12.2,21.6,21.4,,299.0,625.0,,2306.0,3.2,,3.6,,,59.4,,,,,,0.06,,,,
875,GR064,"Rebon, udang kecil, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR064#AndraFarm,Tunggal,GR064,-,Ikan dsb,"Rebon, small shrimp, fresh",2.9,79.0,2.2,,81.0,292.0,202.9,757.0,0.7,,1.2,169.0,2.4,16.2,18.0,0.1,1.2,,0.7,0.04,,,,
876,GP047,"Rebung laut, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP047#AndraFarm,Olahan,GP047,-,Ikan dsb,"Bamboo shoots sea, raw",7.1,18.2,6.6,,320.0,570.0,1040.0,240.0,63.3,,4.2,20.0,4.9,7.2,917.0,,6.2,,1.5,,,,,
877,DR138,"Rebung, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR138#AndraFarm,Tunggal,DR138,-,Sayur,"Bamboo shoots, fresh",0.5,93.3,0.5,10.0,25.0,5.0,206.0,3.0,5.3,,0.1,3.0,0.5,0.8,,0.07,0.4,9.7,0.1,0.2,,Dendrocalamus asper (Schult. f.) Backer,Dendrocalamus,Poaceae
878,CP055,Rempeyek kacang tanah,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP055#AndraFarm,Olahan,CP055,-,Kacang,Peanut brittle,1.8,3.9,2.6,,513.0,202.0,,65.0,44.3,,32.5,,,17.5,,,,1.7,,0.1,,,,
879,CP056,Rempeyek kacang tolo,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP056#AndraFarm,Olahan,CP056,-,Kacang,Tolo peanut brittle,2.8,6.1,4.6,,451.0,221.0,,156.0,59.7,,20.2,,,11.2,,,,1.8,,0.02,,,,
880,CP057,Rempeyek kacang uci,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP057#AndraFarm,Olahan,CP057,-,Kacang,Uci peanut brittle,3.4,4.0,6.7,,497.0,89.0,,166.0,50.8,,27.6,,,17.0,,,,2.4,,0.05,,,,
881,FP062,"Rendang sapi, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP062#AndraFarm,Olahan,FP062,-,Daging,"Rendang beef, cooking",3.8,57.9,14.9,,193.0,211.0,,474.0,7.8,534.0,7.9,,,22.6,21.0,,,,,0.12,,,,
882,AP102,Renggi goreng,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP102#AndraFarm,Olahan,AP102,-,Serealia,Fried Renggi,0.6,8.8,1.1,,471.0,80.0,29.0,4.0,64.1,,21.8,126.0,8.2,4.7,,0.05,1.3,6.4,0.9,0.53,,,,
883,EP008,Rica-rica taipa,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=EP008#AndraFarm,Olahan,EP008,-,Buah,Rica-rica taipa,1.4,86.7,3.0,,49.0,48.0,42.0,11.0,10.0,296.0,0.3,426.0,,1.6,,,0.5,,0.5,0.14,,,,
884,DR139,"Rimbang, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR139#AndraFarm,Tunggal,DR139,-,Sayur,"Balanced, fresh",1.2,80.8,0.6,51.0,75.0,97.0,234.0,55.0,15.8,,0.6,20.0,1.3,1.6,,0.1,0.4,10.0,0.4,0.4,38.0,Solanum torvum Swartz,Solanum,Solanaceae
885,AP103,Roti boong,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP103#AndraFarm,Olahan,AP103,-,Serealia,Boong Bread,1.0,34.0,1.1,,341.0,65.0,41.0,15.0,43.3,,16.2,161.0,2.4,5.5,,0.3,0.9,,,0.4,,,,
886,AP024,Roti putih,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP024#AndraFarm,Olahan,AP024,-,Serealia,White bread,0.8,40.0,1.5,,248.0,95.0,91.0,10.0,50.0,,1.2,530.0,2.4,8.0,,0.29,0.9,9.1,0.15,0.1,,,,
887,AP104,Roti warna sawo matang,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP104#AndraFarm,Olahan,AP104,-,Serealia,Brown bread,0.9,40.0,2.5,,249.0,140.0,91.0,20.0,49.7,,1.5,500.0,,7.9,,,,,,0.15,,,,
888,EP009,Rujak aceh,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=EP009#AndraFarm,Olahan,EP009,-,Buah,Rujak aceh,0.9,78.7,,,82.0,,,,19.7,272.0,0.3,,,0.4,,,,2.4,,0.1,,,,
889,DP046,Rujak cingur,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP046#AndraFarm,Olahan,DP046,-,Sayur,Rujak cingur,1.4,70.1,4.4,,153.0,143.0,,256.0,8.0,2880.0,8.4,,,11.3,18.0,,,1.4,,0.16,2.0,,,
890,DR140,Rumput laut,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR140#AndraFarm,Tunggal,DR140,-,Sayur,Seaweed,3.2,87.0,1.6,1958.0,41.0,20.0,380.0,80.0,8.1,,0.3,250.0,0.1,1.4,,,0.4,2.2,0.2,0.2,7.0,"Euchema sp. (merah), Sargassum sp. (coklat), Caulerpa sp. (hijau)","Euchema (merah), Sargassum (coklat), Caulerpa (hijau)","Solieraciae (merah), Sargassaceae (coklat), Caulerpaceae (hijau)"
891,FP010,"Rusa, daging, dendeng, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP010#AndraFarm,Olahan,FP010,-,Daging,"Deer, meat, beef jerky, raw",2.5,18.3,13.4,,536.0,420.0,690.0,90.0,,,41.5,130.0,0.2,40.5,285.0,,10.7,,0.3,,,,,
892,GP048,Rusip,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP048#AndraFarm,Olahan,GP048,-,Ikan dsb,Rusip,16.3,58.5,7.1,,110.0,348.0,,479.0,11.7,,2.0,,,11.5,,,,,,0.04,,,,
893,FP063,"RW, anjing, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP063#AndraFarm,Olahan,FP063,-,Daging,"RW, dog, cooking",3.0,60.8,4.0,,198.0,876.0,226.0,1071.0,0.9,,10.7,1604.0,,24.6,256.0,0.2,2.8,,0.1,0.35,,,,
894,GP087,"Saboko gurita, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP087#AndraFarm,Olahan,GP087,-,Ikan dsb,"Octopus Saboko, cooking",4.1,76.2,2.1,,87.0,14.0,180.0,60.0,2.6,,1.5,200.0,,15.7,38.0,,4.0,,0.9,,,,,
895,GP088,"Saboko saltan, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP088#AndraFarm,Olahan,GP088,-,Ikan dsb,"Saltan Saboko, cooking",0.3,76.0,0.5,,113.0,60.0,350.0,240.0,3.0,,3.6,40.0,0.1,17.1,27.0,,0.6,,0.2,,,,,
896,GP089,"Saboko sardin, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP089#AndraFarm,Olahan,GP089,-,Ikan dsb,"Sardine Saboko, cooking",7.9,70.0,6.0,,110.0,520.0,280.0,220.0,4.9,,4.3,200.0,,12.9,37.0,,3.9,,0.2,,,,,
897,CR051,"Saga merah terkupas, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CR051#AndraFarm,Tunggal,CR051,-,Kacang,"Red sandalwood, peeled",3.9,8.1,14.2,9.0,449.0,161.0,1496.5,1062.0,31.9,107.0,25.5,66.0,10.9,30.6,,1.5,5.7,3.5,0.07,0.09,7.0,Adenanthera Pavonina,Adenanthera,Leguminosae
898,BR018,"Sagu aren, kering",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR018#AndraFarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,BR019,"Sagu aren, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR019#AndraFarm,Tunggal,BR019,-,Umbi,"Palm sugar, fresh",0.1,42.5,0.1,,231.0,20.0,,20.0,56.6,,0.2,7.0,,0.6,,,0.1,3.2,0.1,0.2,,Colocasia esculenta (L.) Schott,Colocasia,Araceae
900,BP057,Sagu forno,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP057#AndraFarm,Olahan,BP057,-,Umbi,Sago Forno,0.6,31.5,0.8,,291.0,20.0,50.0,10.0,63.4,,4.0,40.0,,0.5,,,0.2,,0.1,,,,,
901,BR020,Sagu kasbi segar,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR020#AndraFarm,Tunggal,BR020,-,Umbi,Fresh kasbi sago,0.2,42.5,0.3,,230.0,1.0,410.0,20.0,56.5,,0.2,100.0,,0.6,,,0.2,3.0,0.1,0.1,,Colocasia esculenta (L.) Schott,Colocasia,Araceae
902,BP058,Sagu Lemak (Kue Sagon),https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP058#AndraFarm,Olahan,BP058,-,Umbi,Fat Sago (Sagon Cake),0.7,4.3,1.1,1220.0,452.0,39.0,52.7,15.0,76.8,,14.8,182.0,0.1,2.8,,0.04,0.8,1.1,0.04,0.32,0.0,,,
903,BR021,Sagu lempeng,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR021#AndraFarm,Tunggal,BR021,-,Umbi,Sago Plate,0.1,13.5,0.2,,347.0,30.0,,30.0,85.2,,0.3,11.0,,0.9,,,0.1,4.7,0.1,0.3,,,,
904,BP059,Sagu manis,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP059#AndraFarm,Olahan,BP059,-,Umbi,Sweet Sago,0.6,32.6,0.7,,287.0,17.0,42.0,8.0,62.4,,3.9,34.0,,0.5,,,0.2,,0.1,,,,,
905,BP060,Sagu Rendang,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP060#AndraFarm,Olahan,BP060,-,Umbi,Rendang Sago,1.0,8.2,3.9,,364.0,9.0,15.1,13.0,90.5,,0.2,42.0,0.8,0.1,,0.6,0.1,1.9,0.1,0.02,0.0,,,
906,BR022,"Sagu singkong, kering",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR022#AndraFarm,Tunggal,BR022,-,Umbi,"Cassava sago, dried",0.3,12.0,,,362.0,,,,86.9,,0.3,,,0.5,,,,,,,,Ipomoea batatas (L.) Lam.,Ipomoea,Convolvulaceae
907,BP061,Sagu sinole,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP061#AndraFarm,Olahan,BP061,-,Umbi,Sinole sago,0.1,22.0,0.8,,354.0,30.0,11.0,10.0,68.9,,8.3,30.0,,0.8,,,0.3,,0.2,,,,,
908,ER098,"Salak bali, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER098#AndraFarm,Tunggal,ER098,-,Buah,"Snake fruit (salak), bali, fresh",0.7,85.1,2.1,48.0,57.0,25.0,,94.0,13.6,37.0,0.1,,,0.5,,,0.2,1.3,0.08,,0.0,Salacca zalacca (Gaertner) Voss,Salacca,Arecaceae
909,ER099,"Salak medan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER099#AndraFarm,Tunggal,ER099,-,Buah,"Snake fruit (salak), medan, fresh",8.5,78.1,0.5,4.0,55.0,46.0,113.0,6.0,12.8,,0.2,39.0,,0.4,,0.03,0.3,3.2,0.2,0.04,58.0,Salacca sumatrana Becc,Salacca,Arecaceae
910,ER100,"Salak pondoh, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER100#AndraFarm,Tunggal,ER100,-,Buah,"Snake fruit (salak), pondoh, fresh",0.8,77.9,3.9,,87.0,31.0,,38.0,20.1,40.0,0.4,,0.1,0.8,,0.12,0.2,,0.08,,8.0,Salacca zalacca (Gaertner) Voss,Salacca,Arecaceae
911,ER101,"Salak, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER101#AndraFarm,Tunggal,ER101,-,Buah,"Snake fruit (salak), fresh",0.7,78.0,4.2,48.0,77.0,18.0,,28.0,20.9,,,,,0.4,,,0.2,,0.08,0.04,2.0,Salacca zalacca (Gaertner) Voss,Salacca,Arecaceae
912,EP010,Sale kesemek,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=EP010#AndraFarm,Olahan,EP010,-,Buah,Persimmon sale,1.8,25.0,,,296.0,,,,71.4,,0.6,,,1.1,,,,,,,,,,
913,EP011,Sale pisang siam,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=EP011#AndraFarm,Olahan,EP011,-,Buah,Siamese bananas sale,2.0,28.9,1.2,,281.0,64.0,,41.0,66.1,,0.7,,,2.4,,,,1.0,,,,,,
914,EP012,"Sale pisang, cilacap",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=EP012#AndraFarm,Olahan,EP012,-,Buah,"Bananas sale, cilacap",1.7,27.1,2.8,10.0,295.0,97.0,,47.0,66.9,,2.1,,,2.3,,0.03,,1.3,,0.22,42.0,,,
915,EP013,Sanggara belanda,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=EP013#AndraFarm,Olahan,EP013,-,Buah,Dutch Sanggara,1.2,47.1,,,242.0,,,,38.2,,7.1,,,6.4,,,,,,,,,,
916,KP003,Santan (dengan air),https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=KP003#AndraFarm,Olahan,KP003,-,Lemak,Coconut milk mixed with water,0.4,80.0,0.1,,122.0,30.0,162.5,25.0,7.6,,10.0,9.0,0.5,2.0,,,0.4,1.4,0.16,0.02,2.0,,,
917,KP004,Santan murni,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=KP004#AndraFarm,Olahan,KP004,-,Lemak,"Coconut milk, pured",1.0,54.9,1.9,,324.0,45.0,514.1,14.0,5.6,,34.3,18.0,0.5,4.2,,,0.9,,0.37,0.02,2.0,,,
918,NP009,Saos tomat,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=NP009#AndraFarm,Olahan,NP009,-,Bumbu,Tomato Sauce,3.6,69.5,0.8,357.0,110.0,18.0,129.7,12.0,24.5,570.0,0.4,890.0,1.7,2.0,,0.06,0.3,0.9,0.18,0.09,11.0,,,
919,FP011,"Sapi, abon",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP011#AndraFarm,Olahan,FP011,-,Daging,"Cow, shredded",4.7,7.1,12.3,240.0,212.0,209.0,,150.0,59.3,138.0,10.6,,,18.0,,,,7.5,,0.17,,,,
920,FP012,"Sapi, abon, asli",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP012#AndraFarm,Olahan,FP012,-,Daging,"Cow, shredded, original",5.8,24.8,14.6,194.0,358.0,136.0,,165.0,38.6,144.0,16.1,,,14.6,3.0,,,2.5,,0.13,,,,
921,FR023,"Sapi, babat, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR023#AndraFarm,Tunggal,FR023,-,Daging,"Cattle, tripe, fresh",1.5,76.7,1.0,49.0,108.0,144.0,101.4,12.0,,,4.2,147.0,1.7,17.6,,0.17,2.2,,0.11,0.15,,,,
922,FP013,"Sapi, daging, asap",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP013#AndraFarm,Olahan,FP013,-,Daging,"Cow, meat, smoke",2.0,60.0,5.0,,182.0,300.0,485.4,15.0,,,6.0,1620.0,5.9,32.0,6.0,0.23,5.1,,0.03,0.12,,,,
923,FP014,"Sapi, daging, dendeng, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP014#AndraFarm,Olahan,FP014,-,Daging,"Beef, meat, beef jerky, raw",11.0,25.0,5.1,,301.0,370.0,,30.0,,,9.0,,,55.0,,,,,,0.1,,,,
924,FR024,"Sapi, daging, gemuk, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR024#AndraFarm,Tunggal,FR024,-,Daging,"Beef, high fat, fresh",0.5,60.0,2.6,,273.0,150.0,267.0,10.0,,,22.0,93.0,7.3,17.5,12.0,0.18,6.4,,0.17,0.08,,Bos taurus,Bos,Bovidae
925,FP015,"Sapi, daging, kornet",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP015#AndraFarm,Olahan,FP015,-,Daging,"Beef, meat, corned",6.0,53.0,4.0,52.0,289.0,170.0,94.4,10.0,,,25.0,794.0,2.7,16.0,,0.16,4.0,,0.07,0.01,,,,
